,id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0,rs_ppg,po_ppg,cescin,rs_gaa,po_gaa
1053,42142,Jason Metcalfe,20,Canada,CAN,73,203,D,1998,232,92,66,2,21,23,270,28,5,0,1,1,8,0,0,no,0.3484848484848485,0.2,124.2,-12.299559471365638,-1.2819383259911894
1054,42301,Oleg Smirnov,18,Russia,EURO,71,196,L,1998,144,16,12,2,2,4,4,0,0,0,0,0,0,0,0,no,0.3333333333333333,0.0,100.32,-12.299559471365638,-1.2819383259911894
1055,42367,David Inman,19,USA,USA,71,185,C,1999,59,19,38,10,10,20,74,0,0,0,0,0,0,0,0,no,0.5263157894736842,0.0,25.65,-4.191304347826087,-1.2782608695652171
1056,42368,Tim Preston,18,Canada,CAN,71,192,L,1999,73,78,60,12,15,27,98,-1,11,0,1,1,11,0,0,no,0.45,0.09090909090909093,105.3,-2.1913043478260867,-1.2782608695652171
1057,42370,Patrick Aufiero,19,USA,USA,72,205,D,1999,90,47,22,3,4,7,14,4,0,0,0,0,0,0,0,no,0.3181818181818182,0.0,63.45,-11.191304347826087,-1.2782608695652171
1061,43140,Brett Henning,19,USA,USA,73,203,C,1999,255,158,38,4,6,10,30,-4,0,0,0,0,0,0,0,no,0.2631578947368421,0.0,213.3,-10.191304347826087,-1.2782608695652171
1062,43141,Willie Levesque,19,USA,USA,72,183,L,1999,111,56,34,12,10,22,38,0,0,0,0,0,0,0,0,no,0.6470588235294118,0.0,75.60000000000002,-2.1913043478260867,-1.2782608695652171
1063,43245,Jeremy Goetzinger,18,Canada,CAN,76,231,D,1998,198,92,69,4,6,10,78,-2,0,0,0,0,0,0,0,no,0.14492753623188406,0.0,124.2,-10.299559471365637,-1.2819383259911894
1066,43909,Joey Martin,19,USA,USA,75,203,D,2000,193,102,56,1,4,5,41,0,4,0,0,0,2,0,0,no,0.08928571428571429,0.0,137.70000000000002,-12.874015748031495,-1.0669291338582678
1067,44320,Pavel Duma,19,Russia,EURO,74,198,D,2000,144,211,44,3,8,11,20,9,7,0,0,0,2,0,0,no,0.25,0.0,1322.9699999999998,-10.874015748031496,-1.0669291338582678
1068,44341,Adam Johnson,19,USA,USA,79,236,D,1999,140,123,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0.0,0.0,166.05,-14.191304347826087,-1.2782608695652171
1070,46603,Jim Abbott,20,USA,USA,73,185,L,2000,216,173,28,7,6,13,22,0,0,0,0,0,0,0,0,no,0.4642857142857143,0.0,233.55,-6.874015748031495,-1.0669291338582678
1072,47837,Ken Davis,18,Canada,CAN,76,214,R,1999,266,96,72,13,14,27,76,-18,4,0,1,1,11,0,0,no,0.375,0.25,129.60000000000002,-1.1913043478260867,-1.2782608695652171
1077,50296,Dmitri Semyonov,18,Russia,EURO,70,198,R,2000,127,211,21,4,5,9,79,0,0,0,0,0,0,0,0,no,0.42857142857142855,0.0,1322.9699999999998,-9.874015748031496,-1.0669291338582678
1081,51896,Ian Jacobs,18,Canada,CAN,76,234,D,1998,203,92,61,7,8,15,23,5,10,0,0,0,4,0,0,no,0.2459016393442623,0.0,124.2,-7.2995594713656375,-1.2819383259911894
1094,55438,Pavel Sedov,18,Russia,EURO,75,201,R,2000,161,211,31,5,5,10,28,0,0,0,0,0,0,0,0,no,0.3225806451612903,0.0,1322.9699999999998,-8.874015748031496,-1.0669291338582678
1095,55441,Aaron Gionet,18,Canada,CAN,74,205,D,2000,191,89,68,5,6,11,243,8,4,0,0,0,8,0,0,no,0.16176470588235295,0.0,120.15,-8.874015748031496,-1.0669291338582678
1096,55443,Miguel Delisle,18,Canada,CAN,73,201,R,2000,100,59,54,20,29,49,73,13,11,4,1,5,28,0,0,no,0.9074074074074074,0.4545454545454545,79.65,6.125984251968505,2.9330708661417324
1098,57268,Jeff Feniak,18,Canada,CAN,76,209,D,1999,119,71,39,1,4,5,81,14,17,0,1,1,16,0,0,no,0.1282051282051282,0.05882352941176471,95.85,-13.191304347826087,-1.2782608695652171
1102,58017,Vadim Sozinov,19,Kazakhstan,EURO,73,196,L,2000,179,211,10,5,1,6,47,-7,0,0,0,0,0,0,0,no,0.6,0.0,1322.9699999999998,-8.874015748031496,-1.0669291338582678
1126,59476,Vladimir Sapozhnikov,18,Russia,EURO,74,209,D,2000,58,24,4,0,0,0,6,0,0,0,0,0,0,0,0,no,0.0,0.0,150.48,-13.874015748031495,-1.0669291338582678
1127,59477,Robert Fried,19,USA,USA,75,212,R,2000,77,61,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0.0,0.0,82.35000000000002,-13.874015748031495,-1.0669291338582678
1128,60236,Chris Hartsburg,19,USA,USA,72,201,C,1999,214,109,34,6,4,10,60,0,0,0,0,0,0,0,0,no,0.29411764705882354,0.0,147.15,-8.191304347826087,-1.2782608695652171
1129,60498,Alexander Lyubimov,20,Russia,EURO,75,223,D,2000,83,28,34,4,4,8,24,7,7,0,1,1,2,0,0,no,0.2352941176470588,0.14285714285714285,175.56,-9.874015748031496,-1.0669291338582678
1130,60618,Paul Elliott,18,Canada,CAN,73,216,D,1998,128,92,72,11,27,38,47,-44,0,0,0,0,0,0,0,no,0.5277777777777778,0.0,124.2,-3.2995594713656384,-1.2819383259911894
1131,60620,Morgan Warren,18,Canada,CAN,74,209,R,1998,126,92,58,11,10,21,80,0,10,2,2,4,2,0,0,no,0.3620689655172414,0.4,124.2,-3.2995594713656384,0.7180616740088106
1132,60623,Regan Darby,18,Canada,CAN,73,201,D,1998,90,92,39,1,3,4,153,-14,0,0,0,0,0,0,0,no,0.10256410256410256,0.0,124.2,-13.299559471365638,-1.2819383259911894
1133,60629,Randy Copley,19,Canada,CAN,74,216,L,1998,40,22,69,34,42,76,194,-6,4,0,0,0,16,0,0,no,1.1014492753623188,0.0,29.700000000000006,19.70044052863436,-1.2819383259911894
1134,60630,Maxym Linnik,19,Ukraine,EURO,76,198,D,1998,41,92,35,4,14,18,130,0,0,0,0,0,0,0,0,no,0.5142857142857142,0.0,576.8399999999998,-10.299559471365637,-1.2819383259911894
1135,60775,Sergei Klyazmin,18,Russia,EURO,75,194,L,2000,92,38,37,5,3,8,16,0,0,0,0,0,0,0,0,no,0.21621621621621626,0.0,238.26,-8.874015748031496,-1.0669291338582678
1136,60777,Antoine Bergeron,19,Canada,CAN,74,212,D,2000,96,122,32,5,9,14,40,0,0,0,0,0,0,0,0,no,0.4375,0.0,164.70000000000005,-8.874015748031496,-1.0669291338582678
1137,60793,Aaron Van Leusen,19,Canada,CAN,72,194,R,2000,130,91,57,17,20,37,24,-5,6,2,1,3,6,0,0,no,0.6491228070175439,0.5,122.85,3.125984251968504,0.9330708661417322
1138,60902,Scott Heffernan,18,Canada,CAN,77,212,D,2000,138,114,55,5,10,15,24,8,7,0,1,1,4,0,0,no,0.2727272727272727,0.14285714285714285,153.9,-8.874015748031496,-1.0669291338582678
1139,60904,Matthew Mcrae,19,Canada,CAN,72,181,C,2000,147,86,31,8,16,24,22,0,0,0,0,0,0,0,0,no,0.7741935483870968,0.0,116.1,-5.874015748031495,-1.0669291338582678
1140,60905,Tyler Kolarik,19,USA,USA,70,194,C,2000,150,66,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0.0,0.0,89.10000000000002,-13.874015748031495,-1.0669291338582678
1141,60906,Alexander Barkunov,19,Russia,EURO,73,203,D,2000,151,211,66,7,14,21,74,0,8,2,1,3,0,0,0,no,0.3181818181818182,0.375,1322.9699999999998,-6.874015748031495,0.9330708661417322
1142,60909,Bill Cass,20,USA,USA,71,190,D,2000,153,81,41,1,8,9,26,1,0,0,0,0,0,0,0,no,0.2195121951219512,0.0,109.35,-12.874015748031495,-1.0669291338582678
1143,60914,Sean Connolly,20,USA,USA,73,183,D,2000,158,92,35,2,14,16,64,0,0,0,0,0,0,0,0,no,0.4571428571428571,0.0,124.2,-11.874015748031495,-1.0669291338582678
1144,60994,Petr Chvojka,18,Czech Rep.,EURO,72,207,D,2000,182,35,38,6,8,14,73,11,1,0,0,0,0,0,0,no,0.3684210526315789,0.0,219.45,-7.874015748031495,-1.0669291338582678
1145,60997,Jason Maleyko,20,Canada,CAN,73,181,D,2000,188,211,63,5,27,32,108,-1,6,0,4,4,8,0,0,no,0.5079365079365079,0.6666666666666666,284.85,-8.874015748031496,-1.0669291338582678
1146,61168,Chris Berti,19,Canada,CAN,77,214,C,2000,204,116,62,8,11,19,131,4,7,1,0,1,13,0,0,no,0.3064516129032258,0.14285714285714285,156.60000000000005,-5.874015748031495,-0.06692913385826782
1147,61172,John Eichelberger,19,USA,USA,74,185,C,2000,210,46,49,19,50,69,58,0,0,0,0,0,0,0,0,no,1.4081632653061225,0.0,62.1,5.125984251968505,-1.0669291338582678
1148,61176,Craig Olynick,18,Canada,CAN,73,198,D,2000,218,88,65,1,9,10,120,-6,7,1,0,1,17,0,0,no,0.15384615384615385,0.14285714285714285,118.8,-12.874015748031495,-0.06692913385826782
1149,61185,Danny Eberly,20,USA,USA,72,192,D,2000,238,211,21,2,5,7,8,0,0,0,0,0,0,0,0,no,0.3333333333333333,0.0,284.85,-11.874015748031495,-1.0669291338582678
1150,61186,Evan Nielsen,19,USA,USA,74,201,D,2000,242,64,41,4,10,14,54,0,0,0,0,0,0,0,0,no,0.3414634146341464,0.0,86.4,-9.874015748031496,-1.0669291338582678
1151,61187,Eric Bowen,19,USA,USA,75,212,R,2000,244,211,69,2,5,7,184,-26,0,0,0,0,0,0,0,no,0.10144927536231883,0.0,284.85,-11.874015748031495,-1.0669291338582678
1152,61189,Matt Sommerfeld,18,Canada,CAN,74,203,L,2000,253,211,67,1,3,4,215,3,5,0,0,0,15,0,0,no,0.059701492537313425,0.0,284.85,-12.874015748031495,-1.0669291338582678
1153,61190,Troy Ferguson,20,USA,USA,69,161,C,2000,276,211,42,5,7,12,10,-3,0,0,0,0,0,0,0,no,0.2857142857142857,0.0,284.85,-8.874015748031496,-1.0669291338582678
1154,61191,Ryan Courtney,18,Canada,CAN,75,205,C,2000,277,144,65,10,22,32,44,10,12,0,1,1,9,0,0,no,0.4923076923076923,0.08333333333333333,194.4,-3.874015748031496,-1.0669291338582678
1155,61192,James Demone,18,Canada,CAN,78,231,D,2000,283,189,56,2,8,10,181,-23,0,0,0,0,0,0,0,no,0.17857142857142858,0.0,255.15,-11.874015748031495,-1.0669291338582678
1156,61675,Ben Knopp,18,Canada,CAN,72,179,R,2000,69,42,72,30,30,60,101,-4,4,2,2,4,4,0,0,no,0.8333333333333334,1.0,56.7,16.125984251968504,0.9330708661417322
1157,64695,Jason Crain,19,USA,USA,75,207,D,1999,74,65,41,3,14,17,18,0,0,0,0,0,0,0,0,no,0.4146341463414634,0.0,87.75,-11.191304347826087,-1.2782608695652171
1158,64736,Mark Concannon,19,USA,USA,73,192,L,1999,82,151,26,23,38,61,11,0,0,0,0,0,0,0,0,no,2.3461538461538463,0.0,203.85,8.808695652173913,-1.2782608695652171
1159,64738,David Kaczowka,18,Canada,CAN,74,231,L,1999,98,175,60,3,2,5,247,0,9,0,0,0,24,0,0,no,0.08333333333333333,0.0,236.25000000000003,-11.191304347826087,-1.2782608695652171
1160,64739,Morgan Mccormick,18,Canada,CAN,76,216,R,1999,103,89,34,6,5,11,43,-10,5,0,0,0,13,0,0,no,0.3235294117647059,0.0,120.15,-8.191304347826087,-1.2782608695652171
1161,64939,Craig Brunel,20,Canada,CAN,72,220,R,1999,263,192,50,10,8,18,173,0,14,4,2,6,48,0,0,no,0.36,0.42857142857142855,259.20000000000005,-4.191304347826087,2.7217391304347824
1162,64940,Brian Mcmeekin,20,Canada,CAN,76,207,D,1999,260,192,26,0,1,1,12,0,0,0,0,0,0,0,0,no,0.038461538461538464,0.0,259.20000000000005,-14.191304347826087,-1.2782608695652171
1163,64942,Justin Dziama,19,USA,USA,75,220,R,1999,242,169,27,20,17,37,20,0,0,0,0,0,0,0,0,no,1.3703703703703705,0.0,228.15,5.808695652173912,-1.2782608695652171
1164,64943,Anton Borodkin,18,Russia,EURO,71,194,L,1999,238,131,71,8,29,37,98,2,12,0,1,1,8,0,0,no,0.5211267605633803,0.08333333333333333,821.3699999999999,-6.191304347826088,-1.2782608695652171
1165,65114,David Evans,19,USA,USA,74,201,L,1999,231,91,33,6,10,16,6,2,0,0,0,0,0,0,0,no,0.4848484848484849,0.0,122.85,-8.191304347826087,-1.2782608695652171
1166,65116,Eric Betournay,18,Canada,CAN,73,198,C,1999,229,46,70,16,29,45,57,3,23,2,6,8,18,0,0,no,0.6428571428571429,0.3478260869565217,62.1,1.8086956521739133,0.7217391304347827
1167,65186,Yevgeni Gusakov,18,Russia,EURO,78,209,L,1999,226,73,42,12,3,15,28,0,0,0,0,0,0,0,0,no,0.35714285714285715,0.0,457.71,-2.1913043478260867,-1.2782608695652171
1168,65187,Andrew Carver,18,Canada,CAN,74,209,D,1999,223,44,65,2,15,17,104,0,23,0,1,1,22,0,0,no,0.26153846153846155,0.043478260869565216,59.40000000000001,-12.191304347826087,-1.2782608695652171
1169,65188,Ryan Lauzon,19,Canada,CAN,70,190,C,1999,116,115,57,21,47,68,36,0,23,3,20,23,10,0,0,no,1.1929824561403508,1.0,155.25,6.808695652173912,1.7217391304347829
1170,66006,Yevgeni Pastukh,19,Ukraine,EURO,71,179,L,1998,225,92,29,6,6,12,16,0,3,0,0,0,0,0,0,no,0.4137931034482759,0.0,576.8399999999998,-8.299559471365638,-1.2819383259911894
1171,70121,Jim Baxter,20,Canada,CAN,75,236,D,1999,202,192,66,22,52,74,20,8,14,4,8,12,4,0,0,no,1.1212121212121209,0.8571428571428571,259.20000000000005,7.808695652173912,2.7217391304347824
1173,74668,Dan Hulak,18,Canada,CAN,75,190,D,1998,221,92,70,3,14,17,32,-1,12,0,2,2,2,0,0,no,0.24285714285714285,0.16666666666666666,124.2,-11.299559471365638,-1.2819383259911894
1174,78401,Karel Mosovsky,18,Czech Rep.,EURO,74,198,L,1999,117,105,68,26,25,51,58,-15,0,0,0,0,0,0,0,no,0.75,0.0,658.3499999999998,11.808695652173913,-1.2782608695652171
1175,78402,Yevgeni Pavlov,18,Russia,EURO,72,196,L,1999,121,45,44,19,10,29,4,0,0,0,0,0,0,0,0,no,0.6590909090909091,0.0,282.15,4.808695652173913,-1.2782608695652171
1176,78405,Alexander Krevsun,19,Kazakhstan,EURO,73,216,L,1999,124,192,37,14,6,20,38,0,2,0,0,0,0,0,0,no,0.5405405405405406,0.0,1203.84,-0.19130434782608674,-1.2782608695652171
1177,78414,Ryan Thorpe,18,Canada,CAN,76,216,L,1999,129,97,41,12,4,16,89,9,0,0,0,0,0,0,0,no,0.3902439024390244,0.0,130.95000000000002,-2.1913043478260867,-1.2782608695652171
1178,78426,Matt Doman,19,USA,USA,71,205,R,1999,135,80,40,6,6,12,58,0,0,0,0,0,0,0,0,no,0.3,0.0,108.0,-8.191304347826087,-1.2782608695652171
1179,78427,Jonathan Fauteux,19,Canada,CAN,74,231,D,1999,139,50,59,15,33,48,139,-24,6,1,2,3,8,0,0,no,0.8135593220338984,0.5,67.5,0.8086956521739133,-0.2782608695652173
1180,78428,Will Magnuson,19,USA,USA,77,234,D,1999,142,76,23,0,0,0,28,-15,0,0,0,0,0,0,0,no,0.0,0.0,102.6,-14.191304347826087,-1.2782608695652171
1181,78429,Andrei Maximenko,18,Russia,EURO,72,181,L,1999,149,192,35,1,3,4,45,0,0,0,0,0,0,0,0,no,0.11428571428571427,0.0,1203.84,-13.191304347826087,-1.2782608695652171
1182,78432,Jesse Cook,20,USA,USA,77,220,D,1999,153,79,33,0,10,10,22,0,0,0,0,0,0,0,0,no,0.30303030303030304,0.0,106.65,-14.191304347826087,-1.2782608695652171
1183,78435,Sean Dixon,18,Canada,CAN,74,185,D,1999,167,37,55,2,12,14,57,-6,0,0,0,0,0,0,0,no,0.2545454545454545,0.0,49.95,-12.191304347826087,-1.2782608695652171
1184,78449,Chris Legg,19,Canada,CAN,73,190,C,1999,171,182,52,38,40,78,6,0,0,0,0,0,0,0,0,no,1.5,0.0,245.7,23.808695652173913,-1.2782608695652171
1185,78905,Josh Reed,20,Canada,CAN,74,205,D,1999,172,192,54,16,38,54,110,0,0,0,0,0,0,0,0,no,1.0,0.0,259.20000000000005,1.8086956521739133,-1.2782608695652171
1186,78908,Kyle Clark,19,USA,USA,78,209,R,1999,175,100,20,0,2,2,30,0,0,0,0,0,0,0,0,no,0.1,0.0,135.0,-14.191304347826087,-1.2782608695652171
1187,78934,Doug Meyer,19,USA,USA,74,196,L,1999,176,103,36,4,4,8,18,0,0,0,0,0,0,0,0,no,0.2222222222222222,0.0,139.05,-10.191304347826087,-1.2782608695652171
1188,78935,Jay Dardis,19,USA,USA,75,190,C,1999,177,118,26,23,36,59,32,0,0,0,0,0,0,0,0,no,2.269230769230769,0.0,159.3,8.808695652173913,-1.2782608695652171
1189,78936,Brett Draney,18,Canada,CAN,72,179,L,1999,186,192,58,7,10,17,48,10,15,1,1,2,8,0,0,no,0.29310344827586204,0.13333333333333333,259.20000000000005,-7.191304347826088,-0.2782608695652173
1190,78938,Travis Eagles,18,Canada,CAN,76,194,R,1999,198,192,48,1,9,10,66,-2,5,0,0,0,8,0,0,no,0.20833333333333331,0.0,259.20000000000005,-13.191304347826087,-1.2782608695652171
1191,79014,Bret Dececco,19,Canada,CAN,71,190,R,1999,206,192,72,57,43,100,81,26,11,1,4,5,21,0,0,no,1.3888888888888888,0.4545454545454545,259.20000000000005,42.8086956521739,-0.2782608695652173
1192,79015,Todd Hornung,18,Canada,CAN,72,201,C,1998,59,92,64,19,18,37,96,13,16,6,6,12,26,0,0,no,0.578125,0.75,124.2,4.7004405286343625,4.718061674008809
1193,79187,Ian Forbes,18,Canada,CAN,78,216,D,1998,51,92,61,2,3,5,164,3,13,0,0,0,16,0,0,no,0.08196721311475409,0.0,124.2,-12.299559471365638,-1.2819383259911894
1194,79288,Eric Laplante,19,Canada,CAN,72,185,L,1998,65,92,40,19,22,41,193,-10,0,0,0,0,0,0,0,no,1.025,0.0,124.2,4.7004405286343625,-1.2819383259911894
1195,79294,Yevgeni Lazarev,18,Ukraine,EURO,73,207,R,1998,79,82,11,9,13,22,19,0,5,5,2,7,17,0,0,no,2.0,1.4,514.14,-5.2995594713656375,3.7180616740088106
1196,79301,David Cameron,18,Canada,CAN,73,174,C,1998,80,35,69,20,36,56,42,-14,0,0,0,0,0,0,0,no,0.8115942028985508,0.0,47.25,5.7004405286343625,-1.2819383259911894
1197,79304,Geoff Koch,19,USA,USA,74,196,L,1998,85,92,43,5,6,11,51,0,0,0,0,0,0,0,0,no,0.2558139534883721,0.0,124.2,-9.299559471365637,-1.2819383259911894
1198,79344,Kent Sauer,19,USA,USA,74,227,D,1998,88,92,54,4,19,23,99,0,10,1,2,3,18,0,0,no,0.4259259259259259,0.3,124.2,-10.299559471365637,-0.2819383259911894
1199,79345,Andy Burnham,18,Canada,CAN,76,201,R,1998,95,92,38,2,4,6,78,3,0,0,0,0,0,0,0,no,0.15789473684210525,0.0,124.2,-12.299559471365638,-1.2819383259911894
1200,79353,Curtis Rich,19,Canada,CAN,76,201,D,1998,121,36,70,3,12,15,204,11,17,0,0,0,36,0,0,no,0.21428571428571427,0.0,48.6,-11.299559471365638,-1.2819383259911894
1201,79356,Erik Wendell,19,USA,USA,73,196,C,1998,125,92,17,7,2,9,64,0,0,0,0,0,0,0,0,no,0.5294117647058824,0.0,124.2,-7.2995594713656375,-1.2819383259911894
1202,79358,Brandon Coalter,20,Canada,CAN,74,201,L,1998,127,92,64,8,13,21,143,-15,7,3,3,6,6,0,0,no,0.328125,0.8571428571428571,124.2,-6.2995594713656375,1.7180616740088106
1203,79360,Gavin Mcleod,18,Canada,CAN,77,216,D,1998,130,92,70,3,17,20,98,7,7,0,0,0,14,0,0,no,0.2857142857142857,0.0,124.2,-11.299559471365638,-1.2819383259911894
1204,79362,Aaron Goldade,18,Canada,CAN,73,203,L,1998,137,92,66,19,16,35,58,-4,16,0,2,2,22,0,0,no,0.5303030303030303,0.125,124.2,4.7004405286343625,-1.2819383259911894
1205,79370,Sergei Skrobot,18,Russia,EURO,75,190,L,1998,258,68,44,2,4,6,10,0,0,0,0,0,0,0,0,no,0.13636363636363635,0.0,426.36,-12.299559471365638,-1.2819383259911894
1206,79388,Martin Beauchesne,18,Canada,CAN,72,201,D,1998,138,92,37,1,3,4,105,0,0,0,0,0,0,0,0,no,0.10810810810810813,0.0,124.2,-13.299559471365638,-1.2819383259911894
1207,79390,Rick Bertran,18,Canada,CAN,75,181,D,1998,140,92,56,0,9,9,149,-12,6,0,0,0,11,0,0,no,0.16071428571428573,0.0,124.2,-14.299559471365638,-1.2819383259911894
1208,79392,Adam Deleeuw,18,Canada,CAN,73,212,L,1998,151,92,56,10,6,16,224,0,0,0,0,0,0,0,0,no,0.2857142857142857,0.0,124.2,-4.299559471365638,-1.2819383259911894
1209,79394,Ryan Milanovic,18,Canada,CAN,74,216,L,1998,165,92,42,1,8,9,72,0,6,1,3,4,19,0,0,no,0.21428571428571427,0.6666666666666666,124.2,-13.299559471365638,-0.2819383259911894
1210,79434,Jacques Lariviere,19,Canada,CAN,75,218,L,1998,172,92,68,3,1,4,249,0,9,0,0,0,15,0,0,no,0.05882352941176471,0.0,124.2,-11.299559471365638,-1.2819383259911894
1211,79436,Brett Allan,18,Canada,CAN,76,185,L,1998,174,37,68,17,9,26,42,6,12,1,2,3,2,0,0,no,0.38235294117647056,0.25,49.95,2.7004405286343616,-0.2819383259911894
1212,79444,B.J. Ketcheson,18,Canada,CAN,75,201,D,1998,176,92,58,3,4,7,99,-24,4,0,1,1,6,0,0,no,0.1206896551724138,0.25,124.2,-11.299559471365638,-1.2819383259911894
1213,79449,Vince Malts,20,USA,USA,75,216,R,1998,177,92,33,11,17,28,124,0,11,6,13,19,20,0,0,no,0.8484848484848485,1.7272727272727273,124.2,-3.2995594713656384,4.718061674008809
1214,79453,Nathan Forster,18,Canada,CAN,73,194,D,1998,179,92,68,1,12,13,153,11,5,0,1,1,8,0,0,no,0.19117647058823528,0.2,124.2,-13.299559471365638,-1.2819383259911894
1215,80326,Curtis Valentine,19,USA,USA,77,190,L,1998,219,92,38,7,8,15,34,0,0,0,0,0,0,0,0,no,0.3947368421052632,0.0,124.2,-7.2995594713656375,-1.2819383259911894
1216,80660,Craig Murray,19,Canada,CAN,72,174,L,1998,201,92,57,45,52,97,50,0,0,0,0,0,0,0,0,no,1.7017543859649122,0.0,124.2,30.700440528634356,-1.2819383259911894
1217,81552,Don Smith,19,USA,USA,74,205,C,1998,184,92,30,4,6,10,8,-4,0,0,0,0,0,0,0,no,0.3333333333333333,0.0,124.2,-10.299559471365637,-1.2819383259911894
1218,81623,Oak Hewer,19,Canada,CAN,76,216,R,1998,194,92,62,8,11,19,68,-30,0,0,0,0,0,0,0,no,0.3064516129032258,0.0,124.2,-6.2995594713656375,-1.2819383259911894
1219,81634,Joel Scherban,18,Canada,CAN,74,207,C,1998,196,92,8,2,5,7,2,5,16,2,3,5,4,0,0,no,0.875,0.3125,124.2,-12.299559471365638,0.7180616740088106
1220,81635,Brad Twordik,19,Canada,CAN,70,201,L,1998,197,92,69,23,49,72,81,22,18,5,11,16,35,0,0,no,1.0434782608695652,0.8888888888888888,124.2,8.700440528634362,3.7180616740088106
1221,81636,Erik Jensen,19,USA,USA,73,196,R,1998,199,92,41,12,14,26,90,0,11,2,5,7,60,0,0,no,0.6341463414634146,0.6363636363636364,124.2,-2.2995594713656384,0.7180616740088106
1222,81640,Scott Perry,20,USA,USA,72,181,C,1998,200,92,38,5,12,17,18,0,0,0,0,0,0,0,0,no,0.4473684210526316,0.0,124.2,-9.299559471365637,-1.2819383259911894
1223,81642,Graig Mischler,20,USA,USA,75,194,C,1998,204,92,39,7,13,20,22,0,0,0,0,0,0,0,0,no,0.5128205128205128,0.0,124.2,-7.2995594713656375,-1.2819383259911894
1224,82977,Sean Griffin,18,Canada,CAN,75,216,D,1998,210,92,63,0,6,6,97,4,12,0,0,0,13,0,0,no,0.09523809523809523,0.0,124.2,-14.299559471365638,-1.2819383259911894
1225,82978,David Bernier,20,Canada,CAN,74,187,R,1998,205,92,70,35,53,88,88,34,14,7,8,15,1,0,0,no,1.2571428571428571,1.0714285714285714,124.2,20.70044052863436,5.718061674008809
1226,82980,Christian Lefebvre,20,Canada,CAN,77,216,D,1998,213,92,8,0,0,0,18,0,0,0,0,0,0,0,0,no,0.0,0.0,124.2,-14.299559471365638,-1.2819383259911894
1227,82981,Justin Hansen,18,Canada,CAN,73,194,C,1998,214,92,67,16,18,34,97,-4,0,0,0,0,0,0,0,no,0.5074626865671642,0.0,124.2,1.7004405286343616,-1.2819383259911894
1228,83049,Jason Doyle,20,Canada,CAN,73,205,R,1998,242,92,46,15,22,37,70,-24,10,7,4,11,11,0,0,no,0.8043478260869565,1.1,124.2,0.7004405286343616,5.718061674008809
1229,83050,Andrei Yershov,22,Russia,EURO,72,176,D,1998,240,92,45,5,8,13,60,0,0,0,0,0,0,0,0,no,0.2888888888888889,0.0,576.8399999999998,-9.299559471365637,-1.2819383259911894
1230,83097,Darcy Harris,20,Canada,CAN,73,181,R,1998,247,92,61,21,19,40,200,1,6,2,4,6,28,0,0,no,0.6557377049180327,1.0,124.2,6.7004405286343625,0.7180616740088106
1231,83102,Alexandre Couture,18,Canada,CAN,75,223,L,1998,238,92,66,15,19,34,144,-18,0,0,0,0,0,0,0,no,0.5151515151515151,0.0,124.2,0.7004405286343616,-1.2819383259911894
1232,83105,Ben Blais,20,USA,USA,75,198,D,1998,237,92,54,12,39,51,75,0,0,0,0,0,0,0,0,no,0.9444444444444444,0.0,124.2,-2.2995594713656384,-1.2819383259911894
1233,83450,Mark Mcrae,19,Canada,CAN,72,190,D,2000,288,78,27,5,16,21,10,0,0,0,0,0,0,0,0,no,0.7777777777777778,0.0,105.3,-8.874015748031496,-1.0669291338582678
1234,83452,Dwight Wolfe,18,Canada,CAN,78,214,D,1998,215,92,52,0,2,2,72,-12,5,0,0,0,0,0,0,no,0.038461538461538464,0.0,124.2,-14.299559471365638,-1.2819383259911894
1235,83453,Sergei Verenikin,19,Russia,EURO,71,187,R,1998,223,92,22,3,2,5,38,0,0,0,0,0,0,0,0,no,0.2272727272727273,0.0,576.8399999999998,-11.299559471365638,-1.2819383259911894
1236,8459069,Jiri Dopita,30,CZE,EURO,76,222,C,1998,123,92,72,27,41,68,74,0,10,12,6,18,4,73,1082,yes,0.9444444444444444,1.8,576.8399999999998,12.700440528634362,10.71806167400881
1237,8464963,Lance Ward,20,CAN,CAN,75,214,R,1998,63,92,71,8,25,33,233,-7,5,0,0,0,16,209,2395,yes,0.4647887323943662,0.0,124.2,-6.2995594713656375,-1.2819383259911894
1238,8465003,Pierre Dagenais,20,CAN,CAN,77,218,R,1998,105,92,60,66,67,133,50,40,6,6,2,8,2,110,1320,yes,2.216666666666667,1.3333333333333333,124.2,51.70044052863436,4.718061674008809
1239,8465016,Scott Parker,20,USA,USA,77,240,R,1998,20,92,71,30,22,52,243,-4,7,6,0,6,23,252,1401,yes,0.7323943661971831,0.8571428571428571,124.2,15.700440528634362,4.718061674008809
1240,8465020,Gordie Dwyer,20,CAN,CAN,75,202,L,1998,152,92,59,18,27,45,365,6,14,4,9,13,67,108,616,yes,0.7627118644067796,0.9285714285714286,124.2,3.7004405286343616,2.7180616740088106
