,id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0,rs_ppg,po_ppg,cescin,rs_gaa,po_gaa
1510,8468561,Alexandre Kharitonov,24,RUS,EURO,68,170,R,2000,81,211,41,16,23,39,28,0,17,8,4,12,10,71,789,yes,0.951219512195122,0.7058823529411765,1322.9699999999998,2.125984251968504,6.933070866141733
1511,8468566,Yanick Lehoux,18,CAN,CAN,73,200,C,2000,86,35,67,31,61,92,14,0,6,1,2,3,2,10,117,yes,1.3731343283582091,0.5,47.25,17.125984251968504,-0.06692913385826782
1512,8468568,Kurt Sauer,19,USA,USA,76,222,D,2000,88,43,71,3,12,15,48,0,15,2,1,3,8,234,3975,yes,0.2112676056338028,0.2,58.05,-10.874015748031496,0.9330708661417322
1513,8468569,Libor Pivko,20,CZE,EURO,74,192,L,2000,89,55,52,13,16,29,49,0,4,3,4,7,0,1,7,yes,0.5576923076923077,1.75,344.85,-0.8740157480314963,1.933070866141732
1514,8468575,Dominic Moore,20,CAN,CAN,72,192,C,2000,95,48,30,12,24,28,16,0,0,0,0,0,0,156,1941,yes,0.9333333333333332,0.0,64.80000000000001,-1.8740157480314965,-1.0669291338582678
1515,8468577,Niclas Wallin,25,SWE,EURO,75,220,D,2000,97,211,53,8,10,18,83,0,11,2,1,3,14,340,5558,yes,0.33962264150943394,0.2727272727272727,1322.9699999999998,-5.874015748031495,0.9330708661417322
1516,8468578,Jonas Ronnqvist,27,SWE,EURO,74,200,R,2000,98,211,56,15,27,42,42,0,8,3,3,6,4,38,403,yes,0.75,0.75,1322.9699999999998,1.1259842519685035,1.933070866141732
1517,8468584,Jon Disalvatore,19,USA,USA,73,200,R,2000,104,47,38,15,12,27,12,0,0,0,0,0,0,5,42,yes,0.7105263157894737,0.0,63.45,1.1259842519685035,-1.0669291338582678
1518,8468597,Olli Malmivaara,18,FIN,EURO,79,230,D,2000,117,39,48,10,10,20,32,0,13,0,2,2,4,0,0,no,0.4166666666666667,0.15384615384615385,244.53,-3.874015748031496,-1.0669291338582678
1519,8468598,Lubomir Visnovsky,24,SVK,EURO,70,192,D,2000,118,211,61,21,30,51,40,0,8,5,3,8,16,417,8587,yes,0.8360655737704918,1.0,1322.9699999999998,7.125984251968505,3.933070866141733
1520,8468599,Brian Fahey,19,USA,USA,73,216,D,2000,119,63,41,6,11,17,42,0,0,0,0,0,0,0,0,no,0.4146341463414634,0.0,85.05000000000003,-7.874015748031495,-1.0669291338582678
1521,8468604,Michel Ouellet,18,CAN,CAN,73,193,R,2000,124,70,72,36,53,89,38,0,14,4,5,9,14,123,1673,yes,1.2361111111111112,0.6428571428571429,94.5,22.125984251968504,2.9330708661417324
1522,8468611,Matt Hendricks,19,USA,USA,72,209,L,2000,131,54,21,23,30,53,28,0,0,0,0,0,0,0,0,no,2.523809523809524,0.0,72.9,9.125984251968504,-1.0669291338582678
1523,8468612,Maxim Sushinsky,26,RUS,EURO,69,180,R,2000,132,211,43,22,25,47,58,0,8,2,5,7,6,30,420,yes,1.0930232558139534,0.875,1322.9699999999998,8.125984251968504,0.9330708661417322
1524,8468613,Petteri Nummelin,28,FIN,EURO,70,188,D,2000,133,211,49,17,27,44,20,0,5,0,3,3,0,112,2084,yes,0.8979591836734694,0.6,1322.9699999999998,3.125984251968504,-1.0669291338582678
1525,8468615,Michael Danton,20,CAN,CAN,69,191,C,2000,135,211,63,35,54,89,216,0,30,8,17,25,120,87,979,yes,1.4126984126984128,0.8333333333333334,284.85,21.125984251968504,6.933070866141733
1526,8468617,Mike Stuart,20,USA,USA,72,195,D,2000,137,209,39,2,5,7,28,0,0,0,0,0,0,3,32,yes,0.1794871794871795,0.0,282.1500000000001,-11.874015748031495,-1.0669291338582678
1527,8468626,David Koci,19,CZE,EURO,78,238,L,2000,146,73,47,0,6,6,124,0,0,0,0,0,0,9,43,yes,0.1276595744680851,0.0,457.71,-13.874015748031495,-1.0669291338582678
1528,8468634,Matt Koalska,20,USA,USA,72,205,C,2000,154,121,57,24,34,58,19,0,13,5,5,10,4,3,17,yes,1.0175438596491229,0.7692307692307693,163.35000000000005,10.125984251968504,3.933070866141733
1529,8468635,Travis Moen,18,CAN,CAN,74,215,L,2000,155,113,66,9,6,15,96,0,5,1,1,2,2,203,2542,yes,0.2272727272727273,0.4,152.55,-4.874015748031495,-0.06692913385826782
1530,8468636,Greg Zanon,20,CAN,CAN,71,201,D,2000,156,200,42,3,26,29,56,0,0,0,0,0,0,70,1212,yes,0.6904761904761905,0.0,270.0,-10.874015748031496,-1.0669291338582678
1531,8468639,John-Michael Liles,20,USA,USA,70,185,D,2000,159,103,40,8,20,28,26,0,0,0,0,0,0,232,4059,yes,0.7,0.0,139.05,-5.874015748031495,-1.0669291338582678
1532,8468647,Craig Weller,19,CAN,CAN,76,220,R,2000,167,185,53,3,14,17,100,0,4,0,0,0,4,0,0,no,0.3207547169811321,0.0,249.75000000000003,-10.874015748031496,-1.0669291338582678
1533,8468650,Erik Reitz,18,USA,USA,73,222,D,2000,170,127,68,2,11,13,89,0,30,0,6,6,48,6,77,yes,0.19117647058823528,0.2,171.45000000000005,-11.874015748031495,-1.0669291338582678
1534,8468654,Jarno Kultanen,27,FIN,EURO,74,198,D,2000,174,211,51,8,10,18,82,0,11,0,0,0,8,102,1720,yes,0.35294117647058826,0.0,1322.9699999999998,-5.874015748031495,-1.0669291338582678
1535,8468656,Jukka Hentunen,26,FIN,EURO,70,190,R,2000,176,211,62,20,31,51,88,0,8,4,2,6,12,38,440,yes,0.8225806451612904,0.75,1322.9699999999998,6.125984251968505,2.9330708661417324
1536,8468660,Darcy Hordichuk,20,CAN,CAN,73,215,L,2000,180,211,63,6,8,14,269,0,11,4,2,6,43,257,1528,yes,0.2222222222222222,0.5454545454545454,284.85,-7.874015748031495,2.9330708661417324
1537,8468670,Josh Olson,19,USA,USA,75,236,L,2000,190,76,61,8,12,20,81,0,4,0,0,0,4,5,41,yes,0.3278688524590164,0.0,102.6,-5.874015748031495,-1.0669291338582678
1538,8468674,Deryk Engelland,18,CAN,CAN,74,214,D,2000,194,115,55,0,5,5,62,0,4,0,0,0,0,0,0,no,0.09090909090909093,0.0,155.25,-13.874015748031495,-1.0669291338582678
1539,8468682,Ryan Caldwell,19,CAN,CAN,74,174,D,2000,202,106,46,3,20,23,152,0,0,0,0,0,0,2,33,yes,0.5,0.0,143.10000000000005,-10.874015748031496,-1.0669291338582678
1540,8468694,Peter Bartos,27,SVK,EURO,72,185,L,2000,214,211,61,26,26,52,26,0,3,0,1,1,6,13,180,yes,0.8524590163934426,0.3333333333333333,1322.9699999999998,12.125984251968505,-1.0669291338582678
1542,8468700,Paul Gaustad,18,USA,USA,77,227,C,2000,220,211,56,6,8,14,110,0,0,0,0,0,0,133,1670,yes,0.25,0.0,284.85,-7.874015748031495,-1.0669291338582678
1543,8468704,Antti Miettinen,20,FIN,EURO,72,190,R,2000,224,211,77,30,55,85,38,0,9,2,6,8,2,169,2172,yes,1.103896103896104,0.8888888888888888,1322.9699999999998,16.125984251968504,0.9330708661417322
1544,8468707,Guillaume Lefebvre,19,CAN,CAN,73,200,L,2000,227,190,71,33,40,73,121,0,11,4,0,4,25,38,443,yes,1.028169014084507,0.3636363636363637,256.5,19.125984251968504,2.9330708661417324
1545,8468712,Lubomir Sekeras,32,SVK,EURO,72,183,D,2000,232,211,59,9,28,37,42,0,4,0,2,2,2,213,4455,yes,0.6271186440677966,0.5,1322.9699999999998,-4.874015748031495,-1.0669291338582678
1546,8468714,Janis Sprukts,18,LVA,EURO,75,235,C,2000,234,211,45,11,11,22,22,0,3,0,0,0,0,13,82,yes,0.4888888888888889,0.0,1322.9699999999998,-2.8740157480314963,-1.0669291338582678
1547,8468717,Zdenek Kutlak,20,CZE,EURO,75,210,D,2000,237,74,50,7,3,10,30,0,3,0,0,0,2,16,205,yes,0.2,0.0,463.98,-6.874015748031495,-1.0669291338582678
1548,8468726,Chad Wiseman,19,CAN,CAN,73,205,L,2000,246,211,68,23,45,68,53,0,0,0,0,0,0,9,81,yes,1.0,0.0,284.85,9.125984251968504,-1.0669291338582678
1549,8468732,Darryl Bootland,19,CAN,CAN,73,197,R,2000,252,90,65,24,30,54,166,0,0,0,0,0,0,28,159,yes,0.8307692307692308,0.0,121.5,10.125984251968504,-1.0669291338582678
1550,8468738,Sean McMorrow,18,CAN,CAN,76,224,R,2000,258,182,62,0,2,2,142,0,4,0,0,0,12,1,1,yes,0.03225806451612903,0.0,245.7,-13.874015748031495,-1.0669291338582678
1551,8468743,Thomas Ziegler,22,CHE,EURO,71,176,C,2000,263,211,60,9,9,18,24,0,9,1,5,6,16,5,25,yes,0.3,0.6666666666666666,1322.9699999999998,-4.874015748031495,-0.06692913385826782
1552,8468745,Jean-Philippe Cote,18,CAN,CAN,74,216,D,2000,265,170,62,0,14,14,36,0,4,0,1,1,4,8,88,yes,0.2258064516129032,0.25,229.50000000000003,-13.874015748031495,-1.0669291338582678
1553,8468747,Tomi Pettinen,23,FIN,EURO,75,220,D,2000,267,211,51,1,6,7,84,0,3,1,2,3,2,24,329,yes,0.13725490196078433,1.0,1322.9699999999998,-12.874015748031495,-0.06692913385826782
1554,8468748,Pavel Kolarik,28,CZE,EURO,73,207,D,2000,268,211,52,5,3,8,38,0,0,0,0,0,0,23,176,yes,0.15384615384615385,0.0,1322.9699999999998,-8.874015748031496,-1.0669291338582678
1555,8468750,Micki Dupont,20,CAN,CAN,70,186,D,2000,270,211,71,26,62,88,156,0,11,2,4,6,17,21,338,yes,1.2394366197183098,0.5454545454545454,284.85,12.125984251968505,0.9330708661417322
1556,8468751,Reto Von Arx,24,CHE,EURO,70,179,L,2000,271,211,52,20,28,48,72,0,5,2,0,2,10,19,217,yes,0.9230769230769232,0.4,1322.9699999999998,6.125984251968505,0.9330708661417322
1557,8468753,Roman Simicek,29,CZE,EURO,74,210,C,2000,273,211,23,10,17,27,50,0,8,2,4,6,10,63,709,yes,1.173913043478261,0.75,1322.9699999999998,-3.874015748031496,0.9330708661417322
1558,8468766,Andrej Nedorost,20,SVK,EURO,73,199,L,2000,286,211,66,7,5,12,44,0,0,0,0,0,0,28,318,yes,0.18181818181818185,0.0,1322.9699999999998,-6.874015748031495,-1.0669291338582678
1559,8468770,Simon Gamache,19,CAN,CAN,70,186,L,2000,290,211,72,64,79,143,74,0,0,0,0,0,0,37,390,yes,1.9861111111111112,0.0,284.85,50.1259842519685,-1.0669291338582678
